	Domain	Phylum	Class	Order	Family	Genus	Species	RandomForestExp	RandomForestPrefer	pH	SOC	TN	MAT	MaxTWarmM	MAP	PWetM	NDVI	ClusterNames
OTU_2837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	metagenome	41.7877734	pH	-0.257536607	0.135137672			-0.190407996		0.149191284		Low pH high SOC
OTU_2841	Bacteria	Chloroflexi	Dehalococcoidia	S085	metagenome	Unclassified	Unclassified	44.00848287	pH	0.212097277								High pH
OTU_2846	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	42.7826951	STAR	0.288847943								High pH
OTU_2854	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unclassified	92.75162288	PWetQ	-0.206071806					0.165280422		-0.169752262	Low pH
OTU_2864	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	84.1666801	TempSeason									
OTU_2867	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	48.74435524	MDR	0.535337671	-0.159364122	0.174982957				-0.142222075		High pH and TN with low SOC
OTU_287	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	Unclassified	Unclassified	Unclassified	81.02960291	TN	0.496942703		0.278125667					0.155320316	High pH
OTU_2871	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified	Unclassified	56.22933772	MeanTWarmQ	-0.204456185				0.179419457				Low pH
OTU_2872	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	metagenome	Unclassified	34.2623431	pH	0.354514081							0.204230535	High pH
OTU_2876	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	36.48875166	pH							0.234629083		High PWetM
OTU_288	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	57.02586292	pH						-0.144446757			
OTU_2886	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	35.00556454	SIsothermality							0.173456863		High PWetM
OTU_2888	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	Unclassified	21.22669573	TN									
OTU_29	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	40.70663545	pH	-0.503909745			-0.182061835	0.173587212				Low pH low MAT
OTU_290	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp. MMS16-BH015	43.75083151	STempSeason	-0.352369408								Low pH
OTU_293	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aryabhattai	13.31920985	SMeanTWetQ									
OTU_29318	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	79.9917672	pH	0.235799119							0.215608727	High pH
OTU_2948	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Unclassified	26.75212774	pH									
OTU_2950	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	Unclassified	71.1501494	MeanTWarmQ		0.229912503							High SOC
OTU_2954	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Unclassified	64.84811701	MaxTWarmM	0.334271242		0.150533424						High pH
OTU_296	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified	3.341562993	pH									
OTU_2968	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	41.53213614	pH						-0.211749617	0.138314478		High PWetM
OTU_2971	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	38.22785158	pH	0.25969781	-0.157076047	0.181460363				-0.197078869	0.150493127	High pH
OTU_2974	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	57.85392991	pH	0.243055634		0.207804063	0.159971123			0.181946659		High pH
OTU_2978	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	35.62016756	SOC	0.273992197								High pH
OTU_298	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified	54.87631806	pH		0.148232365					0.240263663	-0.13493271	High SOC
OTU_2986	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	20.18188198	TAR									
OTU_299	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified	59.43938573	MeanTWarmQ	-0.139226758	0.236750254		0.206677237			0.174489812		Low pH high SOC
OTU_2990	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unclassified	5.236022166	STAR	0.169909282		0.160539282			-0.136696832	0.189815765		High pH
OTU_3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	66.31967557	pH	-0.45591384				0.239128461				Low pH low MAT
OTU_301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	65.86201799	SMaxTWarmM				-0.220962621					
OTU_3010	Bacteria	Chloroflexi	TK10	Unclassified	Unclassified	Unclassified	Unclassified	47.09450698	MDR	0.214992827		0.208131995						High pH
OTU_3016	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified	metagenome	39.8432563	PDryM									
OTU_3033	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	40.54757652	pH	0.31706394		0.193430036					0.204757685	High pH
OTU_3036	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	90.83937632	TempSeason									
OTU_304	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Unclassified	48.30069657	SMaxTWarmM	-0.303884804	0.178926952	-0.170324808		-0.147175211				Low pH high SOC
OTU_305	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	62.65517857	SOC	0.302145515		0.204814103						High pH
OTU_3064	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unclassified	14.8395863	pH									
OTU_3065	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	Unclassified	29.15118257	SIsothermality									
OTU_3073	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified	51.61008497	PWarmQ							0.149945842		High PWetM
OTU_30899	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	44.26981735	STAR		0.255434765	-0.150453065	0.135716445			0.214799814		High SOC
OTU_309	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	57.62158836	pH				-0.259294461					
OTU_31	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unclassified	53.76949613	pH	0.316378423					-0.135714317	0.140582745		High pH
OTU_3123	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	48.69259724	PDryM	-0.221487535							-0.175399245	Low pH
OTU_313	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	47.27802409	SMDR	-0.375902511		-0.235531293						Low pH high SOC
OTU_3151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	10.23619804	pH									
OTU_3152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	Unclassified	Unclassified	24.53161889	MDR									
OTU_31547	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	58.46673236	pH		-0.168841999		-0.186105397			-0.196066522	0.166446792	Low SOC
OTU_3155	Bacteria	NB1-j	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	48.47343793	TN	0.269856204		0.250457389						High pH
OTU_316	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	26.19179515	TN									
OTU_3165	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	38.02262999	pH	0.191343666								High pH
OTU_31687	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	71.21379126	SMaxTWarmM	-0.227955294			-0.176296503				0.215815206	Low pH
OTU_317	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	55.73244456	pH					-0.138053539	-0.134764755			
OTU_3190	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	40.5028243	PrecSeason						-0.196658131	0.262967865		High PWetM
OTU_32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified	74.17087612	NDVI	-0.305366622								Low pH
OTU_320	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified	metagenome	82.74675854	PrecSeason		0.180448857			0.177659645	0.177761328	-0.26708748	0.148961562	High NDVI
OTU_321	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	Unclassified	31.24575795	pH									
OTU_323	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified	62.15631716	MDR					-0.223482267	-0.166897258		0.153533309	High NDVI
OTU_325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified	31.54572101	SMaxTWarmM									
OTU_3252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	31.21513929	PWetM	-0.135209448								Low pH
OTU_326	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	64.04792674	STAR							0.141323034		High PWetM
OTU_3260	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	30.38226085	TN		-0.155189319	0.138641074					0.169176849	Low SOC
OTU_3273	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	45.00074543	pH		0.264071007	-0.170701841			-0.279568449	0.285250764		High PWetM
OTU_3278	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	metagenome	Unclassified	21.87777241	TN									
OTU_32871	Bacteria	Acidobacteriota	Subgroup 11	Unclassified	Unclassified	Unclassified	Unclassified	56.88448792	pH	0.31738125		0.144981063		-0.139814515			0.162025899	High pH
OTU_329	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	metagenome	53.48949572	pH	0.197104892	-0.276109834	0.260400308					0.25806097	Low SOC
OTU_33	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	57.37175327	NDVI	-0.303209771	0.146788779	-0.278694289		-0.136898304				Low pH high SOC
OTU_3306	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified	30.32460345	SOC	0.319901325								High pH
OTU_3314	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unclassified	11.44763297	pH									
OTU_3317	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Caballeronia zhejiangensis	8.036850006	STempSeason									
OTU_3325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified	53.75570797	SOC	0.390579665	-0.149970429	0.172309725	-0.150139406					High pH and TN with low SOC
OTU_3333	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	Sporichthya polymorpha	31.45773856	TN							0.247812862		High PWetM
OTU_3341	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	58.13642233	TempSeason									
OTU_335	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Unclassified	57.71245359	STAR							-0.26255662	0.191671997	High NDVI
OTU_33524	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	55.10300183	pH	0.255364001				-0.200115697				High pH
OTU_337	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	26.03699177	Isothermality									
OTU_3381	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified	47.0866782	PrecSeason		0.17207273				-0.243896116	0.270436914		High PWetM
OTU_3388	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	23.56380911	SOC									
OTU_34	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	45.87831775	NDVI				-0.356958712	0.369012614		-0.228979525	0.2567394	High MaxTWarmM
OTU_3404	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	30.56582164	pH	0.16311588							0.196564869	High pH
OTU_3419	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	Unclassified	29.43433304	pH	0.197752848	-0.160238764	0.235071073						High pH and TN with low SOC
OTU_342	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp.	52.43921366	PrecSeason		0.240811553					0.146255753		High SOC
OTU_345	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	Unclassified	51.26147363	SOC	-0.320647647					0.137101532			Low pH
OTU_3468	Bacteria	Myxococcota	bacteriap25	metagenome	Unclassified	Unclassified	Unclassified	36.17192568	pH	0.36505797		0.167580534			-0.135312682			High pH
OTU_347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Rhizobium phaseoli	13.83513718	SOC									
OTU_3471	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	bacterium Ellin507	40.90380495	SOC				-0.141149367	0.271165772			0.161755234	High MaxTWarmM
OTU_348	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	metagenome	58.6712211	SOC									
OTU_349	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	64.78325493	pH	-0.210003653				-0.14740108				Low pH
OTU_3491	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	metagenome	-11.80772732	SOC									
OTU_3492	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	Unclassified	27.86146548	MAP	-0.213074843								Low pH
OTU_3497	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	34.5400747	pH	0.292184228	0.263682474	-0.166550773			-0.175161613	0.150564564		High PWetM
OTU_35	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	39.4813671	PrecSeason	-0.246068994			-0.263942618					Low pH
OTU_351	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified	77.4959403	MeanTWarmQ	-0.390455197								Low pH
OTU_3512	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	33.77044581	TN					0.145993935		0.137293402		High PWetM
OTU_352	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	metagenome	Unclassified	75.52272465	TN	0.315209186		0.168488175						High pH
OTU_353	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	69.70532412	pH	-0.394737981								Low pH
OTU_35349	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	45.89664933	SMaxTWarmM	-0.195969743								Low pH
OTU_354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Unclassified	68.22474088	pH	0.424433285	-0.281216417	0.211259496				0.143514946		High pH and TN with low SOC
OTU_3557	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unclassified	12.52645139	SOC									
OTU_357	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis	10.54164809	NDVI									
OTU_3575	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	metagenome	27.83255552	pH							0.172210453		High PWetM
OTU_358	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	38.99508724	TN	-0.342319325			-0.389517309	0.338117513				Low pH low MAT
OTU_3582	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified	Unclassified	48.07041565	TempSeason	-0.133962638								Low pH
OTU_3584	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unclassified	11.7379498	pH									
OTU_359	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	bacterium Ellin7504	49.21556023	NDVI	-0.316963652								Low pH
OTU_36	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	60.70907234	SMDR	-0.210205198				-0.168125137		-0.17458072		Low pH
OTU_3601	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia putida	11.43866938	PrecSeason									
OTU_3608	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unclassified	Actinomycetales bacterium	Unclassified	17.43481302	TN									
OTU_361	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Unclassified	17.72400179	pH									
OTU_3617	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	51.76381288	pH		0.162928267	-0.134143728	0.164191332			0.200431634		High SOC
OTU_3619	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	25.63882123	MDR									
OTU_362	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	Archangium gephyra	31.8226271	STAR	0.421195839	0.195051124				-0.145779094			High pH
OTU_3621	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	87.84262717	PDryM						0.156249893			
OTU_3635	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp.	8.488609078	PWetM						-0.153816843	0.191953061		High PWetM
OTU_366	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	68.45861678	SOC	-0.190471372			-0.297913285	0.307902042				Low pH low MAT
OTU_367	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea	Unclassified	-7.343000982	MeanTDryQ									
OTU_3682	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unclassified	13.88992589	TN									
OTU_369	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	Unclassified	57.0831866	SOC		-0.366355844		-0.173361393			-0.202254693	0.166098325	Low SOC
OTU_3699	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	-2.125799371	MeanTWetQ									
OTU_37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	Unclassified	59.25653749	MeanTWarmQ		0.257537868	-0.181882183				0.146202303		High SOC
OTU_371	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified	24.20129496	TN									
OTU_3716	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unclassified	28.30130238	SOC				0.22760815		-0.173344117	0.238345885		High PWetM
OTU_3718	Bacteria	Chloroflexi	Dehalococcoidia	S085	metagenome	Unclassified	Unclassified	19.82439655	pH									
OTU_372	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp.	38.74870086	pH	-0.331137721	0.140858762	-0.165710071						Low pH high SOC
OTU_373	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	metagenome	Unclassified	Unclassified	-5.405922891	MeanTWetQ	0.242765833						0.13934636	0.177531095	High pH
OTU_3737	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	-2.028301623	TN									
OTU_374	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	38.76359731	SMaxTWarmM			-0.178349822						
OTU_376	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	23.40787464	pH									
OTU_3765	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata sp. Fl1-1	15.50960771	PDryM									
OTU_377	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	59.63303088	STAR	0.290470483					-0.205631638	0.178031427		High pH
OTU_3770	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified	33.71558129	MeanTWetQ		0.221915926			0.191582061				High MaxTWarmM
OTU_38	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	51.10187604	pH	-0.458509303			-0.249535882	0.267429124				Low pH low MAT
OTU_382	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	metagenome	Unclassified	50.64540067	PrecSeason		0.360820929	-0.276346953			-0.156756106	0.192628246		High PWetM
OTU_383	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Unclassified	Unclassified	60.00639347	pH	-0.208536547	-0.165727936		-0.233392544			-0.133447166	0.20768451	Low pH low MAT
OTU_3839	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	8.6079912	pH									
OTU_384	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	39.15748466	MaxTWarmM	-0.262182927			-0.235539601			-0.134537163		Low pH low MAT
OTU_385	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	Unclassified	83.10440654	SOC	0.214509835	-0.442162162	0.328924878	-0.162114267		0.142714394	-0.22359715		Low SOC
OTU_386	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	48.49962885	pH		-0.247403506		-0.215030405	0.249412242				Low SOC
OTU_39	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	76.39496238	TN	0.223308285		0.227050442		-0.177858654				High pH
OTU_390	Bacteria	Chloroflexi	Gitt-GS-136	Unclassified	Unclassified	Unclassified	Unclassified	52.28785383	MDR	0.202836614	-0.238876375	0.222574678						High pH and TN with low SOC
OTU_391	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis DSM 7358	28.02962905	TN									
OTU_392	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	metagenome	32.35789538	SMaxTWarmM					-0.217956545	-0.208803592	0.198030479		
OTU_393	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	57.4145016	MAP	-0.233469168								Low pH
OTU_394	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	Unclassified	28.5714954	SMeanTWarmQ			0.164046356	-0.30613826	0.214819659		-0.176132249	0.13743235	High MaxTWarmM
OTU_3948	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	23.0429036	NDVI									
OTU_3989	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified	44.53259177	PrecSeason		0.244170175	-0.23634899			-0.172144914	0.218709443		High PWetM
OTU_3990	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	29.21352641	pH	0.346743926		0.202931673						High pH
OTU_39921	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	41.24416102	PColdQ	0.380394858								High pH
OTU_4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	19.77875071	NDVI									
OTU_40	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	41.47973024	SMaxTWarmM									
OTU_400	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	19.23363115	pH									
OTU_4005	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified	metagenome	-3.538653813	pH									
OTU_403	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	Unclassified	52.16766575	pH		0.209999784							High SOC
OTU_405	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	metagenome	41.29235809	TN									
OTU_406	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	metagenome	Unclassified	22.08535754	TN									
OTU_4062	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	metagenome	33.67023365	pH	0.230638156			-0.146381917					
